pygame 2.0.1 (SDL 2.0.9, Python 3.7.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
         67296374 function calls (67291979 primitive calls) in 27.451 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3185(<genexpr>)
        1    0.000    0.000    0.034    0.034 __init__.py:569(_build_master)
        1    0.000    0.000    0.000    0.000 typing.py:1449(IO)
       16    0.000    0.000    0.000    0.000 gfx.py:426(bbox_width)
       16    0.000    0.000    0.000    0.000 gfx.py:437(bbox_height)
        4    0.000    0.000    0.000    0.000 typing.py:238(_tp_cache)
        1    0.000    0.000    0.000    0.000 dsp.py:2964(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:351(register)
        1    0.000    0.000    0.100    0.100 sysfont.py:432(match_font)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        9    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       12    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       32    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        1    0.000    0.000    0.006    0.006 specifiers.py:275(Specifier)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 snd.py:100(max_play)
        1    0.000    0.000    0.000    0.000 dsp.py:2099(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
       11    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3859(parseImpl)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.010    0.010 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2529(Distribution)
        1    0.000    0.000    0.000    0.000 input.py:25(<module>)
        1    0.000    0.000    0.000    0.000 snd.py:347(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        1    0.000    0.000    0.000    0.000 dsp.py:4392(__init__)
       15    0.000    0.000    0.000    0.000 gfx.py:497(check_alpha)
      122    0.000    0.000    0.000    0.000 subprocess.py:969(_remaining_time)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        1    0.000    0.000    0.000    0.000 threading.py:1174(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:9(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.002    0.002 version.py:191(Version)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.011    0.011 parser.py:5(<module>)
       14    0.000    0.000    0.001    0.000 __init__.py:2071(safe_listdir)
       16    0.000    0.000    0.000    0.000 __init__.py:2328(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        2    0.000    0.000    0.000    0.000 subprocess.py:1592(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:608(Popen)
       15    0.000    0.000    0.000    0.000 {method 'get_colorkey' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       49    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 sysconfig.py:611(get_platform)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        2    0.000    0.000    0.001    0.000 pyparsing.py:1608(parseString)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
       52    0.000    0.000    0.000    0.000 __init__.py:2563(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:3179(_initialize)
        1    0.000    0.000    0.000    0.000 zipfile.py:1146(ZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
       20    0.000    0.000    0.000    0.000 gfx.py:400(bbox_x)
        3    0.000    0.000    0.000    0.000 typing.py:209(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 dsp.py:2155(add)
        2    0.000    0.000    0.000    0.000 subprocess.py:985(wait)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 surfarray.py:61(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        1    0.000    0.000    0.001    0.001 sysfont.py:40(toascii)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        5    0.000    0.000    0.000    0.000 re.py:252(escape)
       24    0.000    0.000    0.000    0.000 enum.py:628(value)
       10    0.000    0.000    0.000    0.000 os.py:751(encode)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
      107    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       46    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       20    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:2302(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 joystick.py:18(<module>)
        1    0.000    0.000    0.000    0.000 mouse.py:54(<module>)
        1    0.000    0.000    0.000    0.000 snd.py:18(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:354(get_provider)
        1    0.000    0.000    0.034    0.034 __init__.py:556(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 dsp.py:4403(set_cursor)
        1    0.000    0.000    0.000    0.000 gfx.py:49(Color)
       16    0.000    0.000    0.000    0.000 gfx.py:404(bbox_x)
        1    0.000    0.000    0.000    0.000 gfx.py:2376(TileGrid)
        1    0.000    0.000    0.000    0.000 r.py:300(_get_channel)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.003    0.003 collision.py:20(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.mouse.set_visible}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.draw.rect}
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
       24    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1648(MemoizedZipManifests)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 snd.py:274(Music)
        1    0.000    0.000    0.001    0.001 __init__.py:387(get_build_platform)
        1    0.000    0.000    0.001    0.001 __init__.py:959(Environment)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        2    0.000    0.000    0.000    0.000 __init__.py:1556(_setup_prefix)
        1    0.000    0.000    0.000    0.000 typing.py:1559(TextIO)
       36    0.000    0.000    0.000    0.000 gfx.py:382(transparent)
       16    0.000    0.000    0.000    0.000 gfx.py:415(bbox_y)
        1    0.000    0.000    0.000    0.000 gfx.py:725(draw_dot)
        2    0.000    0.000    0.000    0.000 gfx.py:2941(underline)
        5    0.000    0.000    0.000    0.000 typing.py:677(__mro_entries__)
        1    0.000    0.000    0.000    0.000 dsp.py:2220(start)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        3    0.000    0.000    0.000    0.000 {built-in method pygame.mixer.get_init}
        1    0.000    0.000    0.000    0.000 subprocess.py:1526(_handle_exitstatus)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 r.py:64(cache)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        1    0.000    0.000    0.100    0.100 sysfont.py:302(initsysfonts)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 sprite.py:694(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.Info}
        1    0.000    0.000    0.000    0.000 sprite.py:97(Sprite)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.001    0.001 circle_popper.py:115(event_room_resume)
        8    0.000    0.000    0.000    0.000 enum.py:360(__members__)
       23    0.000    0.000    0.000    0.000 enum.py:623(name)
        2    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        5    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        2    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        2    0.000    0.000    0.000    0.000 posixpath.py:104(split)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
       18    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
       24    0.000    0.000    0.000    0.000 _structures.py:21(__eq__)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:2375(EntryPoint)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 snd.py:114(parent)
        1    0.000    0.000    0.001    0.001 __init__.py:177(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:1571(DefaultProvider)
        1    0.000    0.000    0.000    0.000 typing.py:1545(BinaryIO)
        5    0.000    0.000    0.000    0.000 typing.py:276(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:297(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:652(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        9    0.000    0.000    0.000    0.000 dsp.py:3560(image_index)
        1    0.000    0.000    0.000    0.000 subprocess.py:1329(_get_handles)
       23    0.000    0.000    0.000    0.000 {method 'get_linesize' of 'pygame.font.Font' objects}
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 sprite.py:341(AbstractGroup)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        2    0.000    0.000    0.000    0.000 sre_parse.py:843(_parse_flags)
        5    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
        5    0.000    0.000    0.000    0.000 functools.py:445(lru_cache)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       26    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        2    0.000    0.000    0.000    0.000 __init__.py:2772(from_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:2941(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 keyboard.py:166(<module>)
        1    0.000    0.000    0.000    0.000 snd.py:318(volume)
        1    0.000    0.000    0.000    0.000 pkgdata.py:46(getResource)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:1132(resource_exists)
        2    0.000    0.000    0.000    0.000 __init__.py:1552(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(_register)
       20    0.000    0.000    0.000    0.000 gfx.py:411(bbox_y)
        2    0.000    0.000    0.000    0.000 gfx.py:2949(bold)
        1    0.000    0.000    0.000    0.000 gfx.py:2836(Font)
        1    0.000    0.000    0.000    0.000 gfx.py:3296(__init__)
        1    0.000    0.000    0.000    0.000 gfx.py:3322(Background)
        1    0.000    0.000    0.000    0.000 typing.py:177(_subs_tvars)
        4    0.000    0.000    0.000    0.000 typing.py:319(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:618(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:661(__hash__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 dsp.py:2856(View)
        1    0.000    0.000    0.000    0.000 subprocess.py:850(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1579(_try_wait)
        2    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 sysfont.py:344(SysFont)
        1    0.000    0.000    0.000    0.000 sprite.py:1325(GroupSingle)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        2    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.draw.line}
        3    0.000    0.000    0.000    0.000 {method 'get_flags' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 {method 'get_size' of 'pygame.Surface' objects}
       24    0.000    0.000    0.000    0.000 {method 'get_rect' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 version.py:31(SoftwareVersion)
        6    0.000    0.000    0.000    0.000 cursors.py:66(<listcomp>)
        2    0.000    0.000    0.000    0.000 version.py:37(__new__)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.001    0.001 circle_popper.py:111(event_room_start)
        3    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        1    0.000    0.000    0.000    0.000 abc.py:130(register)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        4    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NoDists)
        1    0.000    0.000    0.000    0.000 __init__.py:3038(Requirement)
        2    0.000    0.000    0.077    0.038 __init__.py:3174(_call_aside)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 __init__.py:290(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:303(DistributionNotFound)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(resource_stream)
        2    0.000    0.000    0.000    0.000 __init__.py:1390(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1276(SupportsInt)
        1    0.000    0.000    0.000    0.000 dsp.py:3741(<listcomp>)
        1    0.000    0.000    0.000    0.000 dsp.py:4376(visible)
        4    0.000    0.000    0.000    0.000 gfx.py:422(bbox_width)
        2    0.000    0.000    0.000    0.000 gfx.py:2957(italic)
        1    0.000    0.000    0.000    0.000 gfx.py:3097(_PygameSpriteFont)
        1    0.000    0.000    0.000    0.000 gfx.py:3353(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:280(_Immutable)
        5    0.000    0.000    0.000    0.000 typing.py:310(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
       11    0.000    0.000    0.000    0.000 typing.py:542(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:784(Generic)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 dsp.py:387(window_icon)
        5    0.000    0.000    0.000    0.000 dsp.py:3585(image_origin_x)
        5    0.000    0.000    0.000    0.000 dsp.py:3608(image_origin_y)
        2    0.000    0.000    0.000    0.000 r.py:457(<listcomp>)
        1    0.000    0.000    0.000    0.000 r.py:1328(v_limit)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        4    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 sprite.py:248(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:1027(LayeredDirty)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
